,college,dateOfBirth,firstName,height,highSchool,hometown,instagramHandle,lastName,playerId,position,team,twitterHandle,weight,stats
000273,Ohio State,1986-05-09T00:00:00.000Z,Kevin,5’10,Calvert Hall,"Cockeysville, MD",kevinbuchanan27,Buchanan,000273,Midfield,Chaos,kbuch27,185,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000273', 'TeamId': 'CHA', 'Jersey': '27', 'FirstName': 'Kevin', 'LastName': 'Buchanan', 'Position': 'M', 'GamesPlayed': '9', 'Goals': '8', 'Assists': '1', 'Points': '9', 'TwoPointers': '0', 'Shots': '23', 'ShotsOnGoal': '13', 'ShotPercentage': '34.7', 'GroundBalls': '5', 'Turnovers': '1', 'CauseTurnovers': '2', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 1, 'TwoPointGoals': 0, 'OnePointShots': 22, 'OnePointGoals': 8, 'OnePointShotPercentage': '36.3', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000274,University at Albany,1996-01-25T00:00:00.000Z,Kyle,6’1,Bayport-Blue Point,"Bayport, NY",mcclancee,McClancy,000274,Midfield,Chaos,mcclancee,185,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000274', 'TeamId': 'CHA', 'Jersey': '40', 'FirstName': 'Kyle', 'LastName': 'McClancy', 'Position': 'M', 'GamesPlayed': '10', 'Goals': '1', 'Assists': '3', 'Points': '4', 'TwoPointers': '0', 'Shots': '4', 'ShotsOnGoal': '3', 'ShotPercentage': '25.0', 'GroundBalls': '14', 'Turnovers': '2', 'CauseTurnovers': '4', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 4, 'OnePointGoals': 1, 'OnePointShotPercentage': '25.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000275,Yale,1992-11-13T00:00:00.000Z,Mark,6’1,Mahwah High School and Deerfield Academy,"Mahwah, NJ",mark_glic,Glicini,000275,Midfield,Chaos,mark_glic,195,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000275', 'TeamId': 'CHA', 'Jersey': '16', 'FirstName': 'Mark', 'LastName': 'Glicini', 'Position': 'M', 'GamesPlayed': '10', 'Goals': '2', 'Assists': '3', 'Points': '5', 'TwoPointers': '0', 'Shots': '7', 'ShotsOnGoal': '4', 'ShotPercentage': '28.5', 'GroundBalls': '18', 'Turnovers': '4', 'CauseTurnovers': '6', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 7, 'OnePointGoals': 2, 'OnePointShotPercentage': '28.5', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000276,Navy,1994-06-16T00:00:00.000Z,Matt,6’4,Boys’ Latin,"Sykesville, MD",matt_rees44,Rees,000276,Defense,Chaos,Aloha_Rees,220,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000276', 'TeamId': 'CHA', 'Jersey': '44', 'FirstName': 'Matt', 'LastName': 'Rees', 'Position': 'LSM', 'GamesPlayed': '7', 'Goals': '4', 'Assists': '0', 'Points': '6', 'TwoPointers': '2', 'Shots': '10', 'ShotsOnGoal': '4', 'ShotPercentage': '40.0', 'GroundBalls': '6', 'Turnovers': '3', 'CauseTurnovers': '3', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 6, 'TwoPointGoals': 2, 'OnePointShots': 4, 'OnePointGoals': 2, 'OnePointShotPercentage': '50.0', 'TwoPointShotPercentage': '33.3', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000384,Fairfield,1984-11-03T00:00:00.000Z,Michael,6’0,John Jay High School,"Katonah, NY",mbocklet10jr,Bocklet,000384,Attack,Chaos,Coach_Bocklet,180,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000384', 'TeamId': 'CHA', 'Jersey': '7', 'FirstName': 'Mike', 'LastName': 'Bocklet', 'Position': 'A', 'GamesPlayed': '2', 'Goals': '1', 'Assists': '2', 'Points': '3', 'TwoPointers': '0', 'Shots': '4', 'ShotsOnGoal': '2', 'ShotPercentage': '25.0', 'GroundBalls': '1', 'Turnovers': '1', 'CauseTurnovers': '1', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 4, 'OnePointGoals': 1, 'OnePointShotPercentage': '25.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000277,University at Albany,1990-12-08T00:00:00.000Z,Miles,5’10,Lafayette,"Onondaga Nation, NY",Miles74thompson,Thompson,000277,Attack,Chaos,Miles2thompson,190,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000277', 'TeamId': 'CHA', 'Jersey': '2', 'FirstName': 'Miles', 'LastName': 'Thompson', 'Position': 'Attack', 'GamesPlayed': '7', 'Goals': '11', 'Assists': '6', 'Points': '17', 'TwoPointers': '0', 'Shots': '28', 'ShotsOnGoal': '17', 'ShotPercentage': '39.2', 'GroundBalls': '7', 'Turnovers': '5', 'CauseTurnovers': '1', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 1, 'TwoPointGoals': 0, 'OnePointShots': 27, 'OnePointGoals': 11, 'OnePointShotPercentage': '40.7', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000278,Duke,1993-03-15T00:00:00.000Z,Myles,6’5,Walt Whitman,"Huntington, NY",mylesjones15,Jones,000278,Midfield,Chaos,MylesJones_15,260,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000278', 'TeamId': 'CHA', 'Jersey': '15', 'FirstName': 'Myles', 'LastName': 'Jones', 'Position': 'M', 'GamesPlayed': '9', 'Goals': '7', 'Assists': '10', 'Points': '18', 'TwoPointers': '1', 'Shots': '43', 'ShotsOnGoal': '19', 'ShotPercentage': '16.2', 'GroundBalls': '9', 'Turnovers': '20', 'CauseTurnovers': '3', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 9, 'TwoPointGoals': 1, 'OnePointShots': 34, 'OnePointGoals': 6, 'OnePointShotPercentage': '17.6', 'TwoPointShotPercentage': '11.1', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000279,Dartmouth,1991-08-05T00:00:00.000Z,Patrick,6’3,La Salle College High School,"Flourtown, PA",Darshadelphia,Resch,000279,Midfield,Chaos,presch34,205,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000279', 'TeamId': 'CHA', 'Jersey': '34', 'FirstName': 'Patrick', 'LastName': 'Resch', 'Position': 'M', 'GamesPlayed': '9', 'Goals': '1', 'Assists': '0', 'Points': '1', 'TwoPointers': '0', 'Shots': '3', 'ShotsOnGoal': '2', 'ShotPercentage': '33.3', 'GroundBalls': '6', 'Turnovers': '0', 'CauseTurnovers': '1', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 3, 'OnePointGoals': 1, 'OnePointShotPercentage': '33.3', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000280,Virginia,2018-07-24T00:00:00.000Z,Thomas,6’0,Rocky Point High school,"Rocky Point, NY",Tkelly_35,Kelly,000280,Faceoff,Chaos,Tkelly35,215,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000280', 'TeamId': 'CHA', 'Jersey': '24', 'FirstName': 'Thomas', 'LastName': 'Kelly', 'Position': 'FO', 'GamesPlayed': '10', 'Goals': '2', 'Assists': '0', 'Points': '2', 'TwoPointers': '0', 'Shots': '7', 'ShotsOnGoal': '5', 'ShotPercentage': '28.5', 'GroundBalls': '70', 'Turnovers': '13', 'CauseTurnovers': '2', 'FaceoffsWon': '131', 'Faceoffs': '252', 'FaceoffsPercentage': '51.9', 'FaceoffsWon_Lost': '131-121', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 7, 'OnePointGoals': 2, 'OnePointShotPercentage': '28.5', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000281,University at Albany,1996-04-02T00:00:00.000Z,Troy,5'11,Rocky Point,"Rocky Point, NY",treh10,Reh,000281,Defense,Chaos,Troyreh10,185,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000281', 'TeamId': 'CHA', 'Jersey': '77', 'FirstName': 'Troy', 'LastName': 'Reh', 'Position': 'LSM', 'GamesPlayed': '10', 'Goals': '4', 'Assists': '2', 'Points': '7', 'TwoPointers': '1', 'Shots': '10', 'ShotsOnGoal': '6', 'ShotPercentage': '40.0', 'GroundBalls': '14', 'Turnovers': '6', 'CauseTurnovers': '4', 'FaceoffsWon': '0', 'Faceoffs': '14', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-14', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 5, 'TwoPointGoals': 1, 'OnePointShots': 5, 'OnePointGoals': 3, 'OnePointShotPercentage': '60.0', 'TwoPointShotPercentage': '20.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000282,Onondaga Community College,1994-02-14T00:00:00.000Z,Tyson,6’2,Denis Morris Catholic School,"St. Catharines, Ontario, Canada",UnrealFlow44,Bell,000282,Defense,Chaos,UnrealFlow44,200,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000282', 'TeamId': 'CHA', 'Jersey': '', 'FirstName': 'Tyson', 'LastName': 'Bell', 'Position': 'Defense', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000283,Marquette,1993-04-03T00:00:00.000Z,BJ,5’5,Bridgewater-Raritan High School,"Bridgewater, NJ",BjBearGrill,Grill,000283,Defense,Chrome,BjBearGrill,155,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000283', 'TeamId': 'CHR', 'Jersey': '8', 'FirstName': 'BJ', 'LastName': 'Grill', 'Position': 'D', 'GamesPlayed': '3', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '3', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000284,Syracuse,1993-03-09T00:00:00.000Z,Brandon,6’2,Coppell High School,"Coppell, TX",bmull,Mullins,000284,Defense,Chrome,Bmull11,220,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000284', 'TeamId': 'CHR', 'Jersey': '7', 'FirstName': 'Brandon', 'LastName': 'Mullins', 'Position': 'D', 'GamesPlayed': '4', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '5', 'Turnovers': '3', 'CauseTurnovers': '3', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000286,University at Albany,1984-09-30T00:00:00.000Z,Brett,5’10,Penn Yan,"Penn Yan, NY",Kingqueener,Queener,000286,Goalie,Chrome,Brettqueener23,190,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000286', 'TeamId': 'CHR', 'Jersey': '23', 'FirstName': 'Brett', 'LastName': 'Queener', 'Position': 'G', 'GamesPlayed': '6', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '7', 'Turnovers': '2', 'CauseTurnovers': '1', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '35', 'SavePercentage': '56.4', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 29, 'GAA': '10.8'}]"
000287,Dowling,1984-11-07T00:00:00.000Z,Callum,6’3,,"Sittsville, Ontario, Canada",callum98crawford,Crawford,000287,Attack,Chrome,,205,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000287', 'TeamId': 'CHR', 'Jersey': '', 'FirstName': 'Callum', 'LastName': 'Crawford', 'Position': 'Attack', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000368,Penn State,,Chris,6'2,The Haverford School,"Harleysville, PA",,Sabia,000368,Defense,Chrome,,200,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000368', 'TeamId': 'CHR', 'Jersey': '16', 'FirstName': 'Chris', 'LastName': 'Sabia', 'Position': 'D', 'GamesPlayed': '7', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '1', 'ShotsOnGoal': '1', 'ShotPercentage': '0.0', 'GroundBalls': '11', 'Turnovers': '2', 'CauseTurnovers': '5', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 1, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000288,Virginia,1989-08-06T00:00:00.000Z,Chris,6’0,John Jay High School,"Katonah, NY",cbocklet10,Bocklet,000288,Attack,Chrome,crockn10,180,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000288', 'TeamId': 'CHR', 'Jersey': '10', 'FirstName': 'Chris', 'LastName': 'Bocklet', 'Position': 'A', 'GamesPlayed': '2', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '1', 'ShotsOnGoal': '1', 'ShotPercentage': '0.0', 'GroundBalls': '1', 'Turnovers': '0', 'CauseTurnovers': '1', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 1, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000366,LIU Post,,Connor,6'2,Sachem East,"Hotsville, NY",,Farrell,000366,Faceoff,Chrome,,240,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000366', 'TeamId': 'CHR', 'Jersey': '25', 'FirstName': 'Connor', 'LastName': 'Farrell', 'Position': 'FO', 'GamesPlayed': '10', 'Goals': '1', 'Assists': '1', 'Points': '2', 'TwoPointers': '0', 'Shots': '7', 'ShotsOnGoal': '3', 'ShotPercentage': '14.2', 'GroundBalls': '70', 'Turnovers': '7', 'CauseTurnovers': '2', 'FaceoffsWon': '114', 'Faceoffs': '209', 'FaceoffsPercentage': '54.5', 'FaceoffsWon_Lost': '114-95', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 7, 'OnePointGoals': 1, 'OnePointShotPercentage': '14.2', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000289,Nazareth College,1992-01-19T00:00:00.000Z,Drew,5’7,Goffstown High School/Kimball Union Academy,"Manchester, NH",Simoneaud11,Simoneau,000289,Faceoff,Chrome,Simoneaud11,190,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000289', 'TeamId': 'CHR', 'Jersey': '17', 'FirstName': 'Drew', 'LastName': 'Simoneau', 'Position': 'FO', 'GamesPlayed': '5', 'Goals': '1', 'Assists': '1', 'Points': '2', 'TwoPointers': '0', 'Shots': '2', 'ShotsOnGoal': '1', 'ShotPercentage': '50.0', 'GroundBalls': '13', 'Turnovers': '1', 'CauseTurnovers': '0', 'FaceoffsWon': '28', 'Faceoffs': '64', 'FaceoffsPercentage': '43.7', 'FaceoffsWon_Lost': '28-36', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 2, 'OnePointGoals': 1, 'OnePointShotPercentage': '50.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000382,,,Joe,,,,,Fletcher,000382,Defense,Chrome,,,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000382', 'TeamId': 'CHR', 'Jersey': '36', 'FirstName': 'Joe', 'LastName': 'Fletcher', 'Position': 'D', 'GamesPlayed': '6', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '9', 'Turnovers': '1', 'CauseTurnovers': '6', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000290,Syracuse,1989-07-05T00:00:00.000Z,Joel,6’2,Cortland High School,"Cortland, NY",jwhite_11,White,000290,Defense,Chrome,jwhite_11,200,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000290', 'TeamId': 'CHR', 'Jersey': '11', 'FirstName': 'Joel', 'LastName': 'White', 'Position': 'D', 'GamesPlayed': '8', 'Goals': '1', 'Assists': '2', 'Points': '3', 'TwoPointers': '0', 'Shots': '8', 'ShotsOnGoal': '3', 'ShotPercentage': '12.5', 'GroundBalls': '46', 'Turnovers': '8', 'CauseTurnovers': '7', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 8, 'OnePointGoals': 1, 'OnePointShotPercentage': '12.5', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000294,Johns Hopkins,1991-07-09T00:00:00.000Z,John,6’3,Yorktown,"Yorktown, VA",Johnranagan31,Ranagan,000294,Midfield,Chrome,Johnranagan31,215,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000294', 'TeamId': 'CHR', 'Jersey': '31', 'FirstName': 'John', 'LastName': 'Ranagan', 'Position': 'M', 'GamesPlayed': '10', 'Goals': '12', 'Assists': '3', 'Points': '17', 'TwoPointers': '2', 'Shots': '32', 'ShotsOnGoal': '21', 'ShotPercentage': '37.5', 'GroundBalls': '3', 'Turnovers': '7', 'CauseTurnovers': '3', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 3, 'TwoPointGoals': 2, 'OnePointShots': 29, 'OnePointGoals': 10, 'OnePointShotPercentage': '34.4', 'TwoPointShotPercentage': '66.6', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000291,Syracuse,1989-03-26T00:00:00.000Z,John,6’0,West Genesee HS,"Syracuse, NY",jgalloway15,Galloway,000291,Goalie,Chrome,johngalloway15,175,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000291', 'TeamId': 'CHR', 'Jersey': '15', 'FirstName': 'John', 'LastName': 'Galloway', 'Position': 'G', 'GamesPlayed': '10', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '16', 'Turnovers': '2', 'CauseTurnovers': '1', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '92', 'SavePercentage': '48.4', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 108, 'GAA': '15.7'}]"
000292,Syracuse,1988-11-08T00:00:00.000Z,John,5’11,Randolph H.S.,"Randolph, NJ",Johnlade40,Lade,000292,Defense,Chrome,,195,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000292', 'TeamId': 'CHR', 'Jersey': '', 'FirstName': 'John', 'LastName': 'Lade', 'Position': 'Defense', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000293,Villanova,1993-11-10T00:00:00.000Z,John,5'9,William Penn Charter,"Philadelphia, PA",,Moderski,000293,Defense,Chrome,,165,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000293', 'TeamId': 'CHR', 'Jersey': '24', 'FirstName': 'John', 'LastName': 'Moderski', 'Position': 'D', 'GamesPlayed': '5', 'Goals': '1', 'Assists': '0', 'Points': '1', 'TwoPointers': '0', 'Shots': '1', 'ShotsOnGoal': '1', 'ShotPercentage': '100.0', 'GroundBalls': '12', 'Turnovers': '2', 'CauseTurnovers': '5', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 1, 'OnePointGoals': 1, 'OnePointShotPercentage': '100.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000381,,,John,,,,,Prendergast,000381,Midfield,Chrome,,,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000381', 'TeamId': 'CHR', 'Jersey': '2', 'FirstName': 'John', 'LastName': 'Prendergast', 'Position': 'M', 'GamesPlayed': '6', 'Goals': '0', 'Assists': '1', 'Points': '1', 'TwoPointers': '0', 'Shots': '2', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '3', 'Turnovers': '1', 'CauseTurnovers': '1', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 1, 'TwoPointGoals': 0, 'OnePointShots': 1, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000296,Duke,1991-12-27T00:00:00.000Z,Jordan,5’9,Lower Merion High School,"Philadelphia, PA",Jwolf31,Wolf,000296,Attack,Chrome,TheBigBadWolf31,170,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000296', 'TeamId': 'CHR', 'Jersey': '32', 'FirstName': 'Jordan', 'LastName': 'Wolf', 'Position': 'A', 'GamesPlayed': '10', 'Goals': '16', 'Assists': '16', 'Points': '32', 'TwoPointers': '0', 'Shots': '65', 'ShotsOnGoal': '38', 'ShotPercentage': '24.6', 'GroundBalls': '12', 'Turnovers': '24', 'CauseTurnovers': '1', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 1, 'TwoPointGoals': 0, 'OnePointShots': 64, 'OnePointGoals': 16, 'OnePointShotPercentage': '25.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
